date,product,region,channel,revenue,units,cost,profit
2023-09-21,Enterprise Suite,East,Online,213.92,17,101.66,112.26
2023-09-21,Enterprise Suite,East,Offline,167.04,16,70.05,96.99
2023-09-21,Enterprise Suite,West,Online,243.73,20,100.3,143.43
2023-09-21,Enterprise Suite,West,Offline,182.27,11,97.08,85.19
2023-09-21,Growth Pack,North,Online,222.83,17,83.31,139.52
2023-09-21,Growth Pack,North,Offline,97.61,9,38.75,58.86
2023-09-21,Growth Pack,South,Online,146.41,11,67.05,79.36
2023-09-21,Growth Pack,South,Offline,106.51,6,45.88,60.63
2023-09-21,Growth Pack,East,Online,153.7,10,57.26,96.44
2023-09-21,Growth Pack,East,Offline,91.36,6,36.48,54.88
2023-09-21,Growth Pack,West,Online,179.04,11,90.76,88.28
2023-09-21,Growth Pack,West,Offline,121.91,8,65.48,56.43
2023-09-21,Starter Plan,North,Online,119.02,7,46.32,72.7
2023-09-21,Starter Plan,North,Offline,83.38,8,34.44,48.94
2023-09-21,Starter Plan,South,Online,91.82,5,36.56,55.26
2023-09-21,Starter Plan,South,Offline,64.55,3,28.9,35.65
2023-09-21,Starter Plan,East,Online,103.34,8,54.75,48.59
2023-09-21,Starter Plan,East,Offline,63.19,5,24.4,38.79
2023-09-21,Starter Plan,West,Online,83.02,5,35.82,47.2
2023-09-21,Starter Plan,West,Offline,78.43,7,28.77,49.66
2023-09-21,Add-ons,North,Online,79.59,6,39.31,40.28
2023-09-21,Add-ons,North,Offline,53.75,4,24.81,28.94
2023-09-21,Add-ons,South,Online,41.88,2,22.53,19.35
2023-09-21,Add-ons,South,Offline,45.6,4,16.73,28.87
2023-09-21,Add-ons,East,Online,77.06,4,35.65,41.41
2023-09-21,Add-ons,East,Offline,55.22,3,28.27,26.95
2023-09-21,Add-ons,West,Online,74.77,4,32.75,42.02
2023-09-21,Add-ons,West,Offline,73.56,5,38.61,34.95
2023-09-22,Enterprise Suite,North,Online,240.11,18,123.39,116.72
2023-09-22,Enterprise Suite,North,Offline,141.68,9,59.5,82.18
2023-09-22,Enterprise Suite,South,Online,236.42,18,122.35,114.07
2023-09-22,Enterprise Suite,South,Offline,155.24,12,60.51,94.73
2023-09-22,Enterprise Suite,East,Online,223.65,13,101.77,121.88
2023-09-22,Enterprise Suite,East,Offline,123.7,11,46.34,77.36
2023-09-22,Enterprise Suite,West,Online,228.97,15,91.46,137.51
2023-09-22,Enterprise Suite,West,Offline,142.59,11,52.97,89.62
2023-09-22,Growth Pack,North,Online,166.83,10,67.98,98.85
2023-09-22,Growth Pack,North,Offline,112.54,7,47.0,65.54
2023-09-22,Growth Pack,South,Online,163.64,9,66.1,97.54
2023-09-22,Growth Pack,South,Offline,108.35,8,42.65,65.7
2023-09-22,Growth Pack,East,Online,122.42,7,53.14,69.28
2023-09-22,Growth Pack,East,Offline,97.48,8,45.68,51.8
2023-09-22,Growth Pack,West,Online,165.52,13,77.75,87.77
2023-09-22,Growth Pack,West,Offline,93.4,7,43.07,50.33
2023-09-22,Starter Plan,North,Online,122.37,7,47.32,75.05
2023-09-22,Starter Plan,North,Offline,51.63,3,20.82,30.81
2023-09-22,Starter Plan,South,Online,106.75,8,46.06,60.69
2023-09-22,Starter Plan,South,Offline,69.83,6,28.88,40.95
2023-09-22,Starter Plan,East,Online,91.12,7,45.74,45.38
2023-09-22,Starter Plan,East,Offline,62.1,5,31.88,30.22
2023-09-22,Starter Plan,West,Online,109.81,9,54.38,55.43
2023-09-22,Starter Plan,West,Offline,67.78,3,35.11,32.67
2023-09-22,Add-ons,North,Online,58.68,5,26.23,32.45
2023-09-22,Add-ons,North,Offline,69.13,4,36.29,32.84
2023-09-22,Add-ons,South,Online,68.34,4,31.24,37.1
2023-09-22,Add-ons,South,Offline,40.11,2,18.32,21.79
2023-09-22,Add-ons,East,Online,48.84,3,18.88,29.96
2023-09-22,Add-ons,East,Offline,26.32,1,13.65,12.67
2023-09-22,Add-ons,West,Online,88.1,5,45.11,42.99
2023-09-22,Add-ons,West,Offline,42.89,2,21.4,21.49
2023-09-23,Enterprise Suite,North,Online,196.91,14,97.31,99.6
2023-09-23,Enterprise Suite,North,Offline,135.84,7,60.49,75.35
2023-09-23,Enterprise Suite,South,Online,198.0,14,102.14,95.86
2023-09-23,Enterprise Suite,South,Offline,120.27,6,64.89,55.38
2023-09-23,Enterprise Suite,East,Online,198.77,11,96.33,102.44
2023-09-23,Enterprise Suite,East,Offline,97.12,9,46.92,50.2
2023-09-23,Enterprise Suite,West,Online,184.33,15,84.68,99.65
2023-09-23,Enterprise Suite,West,Offline,143.89,10,72.5,71.39
2023-09-23,Growth Pack,North,Online,160.82,10,62.48,98.34
2023-09-23,Growth Pack,North,Offline,85.31,6,43.18,42.13
2023-09-23,Growth Pack,South,Online,148.14,8,67.11,81.03
2023-09-23,Growth Pack,South,Offline,116.38,11,53.08,63.3
2023-09-23,Growth Pack,East,Online,122.35,8,46.93,75.42
2023-09-23,Growth Pack,East,Offline,90.34,6,42.21,48.13
2023-09-23,Growth Pack,West,Online,143.47,11,64.67,78.8
2023-09-23,Growth Pack,West,Offline,101.72,6,51.2,50.52
2023-09-23,Starter Plan,North,Online,94.29,7,45.46,48.83
2023-09-23,Starter Plan,North,Offline,71.61,7,31.29,40.32
2023-09-23,Starter Plan,South,Online,87.48,5,33.75,53.73
2023-09-23,Starter Plan,South,Offline,63.51,4,32.5,31.01
2023-09-23,Starter Plan,East,Online,92.7,6,45.04,47.66
2023-09-23,Starter Plan,East,Offline,46.34,2,21.0,25.34
2023-09-23,Starter Plan,West,Online,115.43,6,42.74,72.69
2023-09-23,Starter Plan,West,Offline,75.88,6,34.04,41.84
2023-09-23,Add-ons,North,Online,66.34,4,30.87,35.47
2023-09-23,Add-ons,North,Offline,33.98,2,12.43,21.55
2023-09-23,Add-ons,South,Online,41.02,3,16.42,24.6
2023-09-23,Add-ons,South,Offline,38.23,2,19.6,18.63
2023-09-23,Add-ons,East,Online,52.35,2,23.2,29.15
2023-09-23,Add-ons,East,Offline,59.83,4,30.96,28.87
2023-09-23,Add-ons,West,Online,70.97,6,37.82,33.15
2023-09-23,Add-ons,West,Offline,32.52,2,16.04,16.48
2023-09-24,Enterprise Suite,North,Online,220.49,20,109.29,111.2
2023-09-24,Enterprise Suite,North,Offline,150.27,8,54.85,95.42
2023-09-24,Enterprise Suite,South,Online,178.8,14,91.54,87.26
2023-09-24,Enterprise Suite,South,Offline,134.41,12,57.95,76.46
2023-09-24,Enterprise Suite,East,Online,154.75,10,62.21,92.54
2023-09-24,Enterprise Suite,East,Offline,93.85,6,34.38,59.47
2023-09-24,Enterprise Suite,West,Online,198.18,16,100.89,97.29
2023-09-24,Enterprise Suite,West,Offline,124.46,8,62.0,62.46
2023-09-24,Growth Pack,North,Online,164.79,13,74.8,89.99
2023-09-24,Growth Pack,North,Offline,103.44,6,44.35,59.09
2023-09-24,Growth Pack,South,Online,126.05,10,47.25,78.8
2023-09-24,Growth Pack,South,Offline,102.63,5,47.0,55.63
2023-09-24,Growth Pack,East,Online,96.38,6,34.87,61.51
2023-09-24,Growth Pack,East,Offline,54.47,5,20.8,33.67
2023-09-24,Growth Pack,West,Online,133.42,10,66.9,66.52
2023-09-24,Growth Pack,West,Offline,71.12,4,28.11,43.01
2023-09-24,Starter Plan,North,Online,96.12,9,38.75,57.37
2023-09-24,Starter Plan,North,Offline,45.9,3,22.23,23.67
2023-09-24,Starter Plan,South,Online,69.65,6,36.84,32.81
2023-09-24,Starter Plan,South,Offline,64.29,3,30.52,33.77
2023-09-24,Starter Plan,East,Online,69.97,5,28.44,41.53
2023-09-24,Starter Plan,East,Offline,64.93,5,33.03,31.9
2023-09-24,Starter Plan,West,Online,103.98,5,42.49,61.49
2023-09-24,Starter Plan,West,Offline,43.91,2,17.52,26.39
2023-09-24,Add-ons,North,Online,45.5,3,21.93,23.57
2023-09-24,Add-ons,North,Offline,37.09,3,19.18,17.91
2023-09-24,Add-ons,South,Online,68.08,4,24.6,43.48
2023-09-24,Add-ons,South,Offline,46.14,2,22.71,23.43
2023-09-24,Add-ons,East,Online,55.76,3,20.47,35.29
2023-09-24,Add-ons,East,Offline,35.03,2,17.96,17.07
2023-09-24,Add-ons,West,Online,68.26,4,25.45,42.81
2023-09-24,Add-ons,West,Offline,34.94,2,14.82,20.12
2023-09-25,Enterprise Suite,North,Online,262.78,14,126.2,136.58
2023-09-25,Enterprise Suite,North,Offline,142.56,8,65.09,77.47
2023-09-25,Enterprise Suite,South,Online,190.5,11,85.79,104.71
2023-09-25,Enterprise Suite,South,Offline,131.7,9,47.64,84.06
2023-09-25,Enterprise Suite,East,Online,169.93,11,85.47,84.46
2023-09-25,Enterprise Suite,East,Offline,128.29,11,55.57,72.72
2023-09-25,Enterprise Suite,West,Online,208.63,19,96.14,112.49
2023-09-25,Enterprise Suite,West,Offline,124.32,9,58.21,66.11
2023-09-25,Growth Pack,North,Online,154.76,13,59.48,95.28
2023-09-25,Growth Pack,North,Offline,83.76,5,43.73,40.03
2023-09-25,Growth Pack,South,Online,113.72,6,55.43,58.29
2023-09-25,Growth Pack,South,Offline,79.78,6,38.29,41.49
2023-09-25,Growth Pack,East,Online,118.26,8,53.79,64.47
2023-09-25,Growth Pack,East,Offline,71.77,5,34.03,37.74
2023-09-25,Growth Pack,West,Online,162.78,9,67.62,95.16
2023-09-25,Growth Pack,West,Offline,86.6,6,35.93,50.67
2023-09-25,Starter Plan,North,Online,110.59,6,58.37,52.22
2023-09-25,Starter Plan,North,Offline,90.11,7,44.76,45.35
2023-09-25,Starter Plan,South,Online,73.99,5,26.85,47.14
2023-09-25,Starter Plan,South,Offline,57.73,5,23.71,34.02
2023-09-25,Starter Plan,East,Online,87.94,7,42.94,45.0
2023-09-25,Starter Plan,East,Offline,26.51,1,11.32,15.19
2023-09-25,Starter Plan,West,Online,83.36,5,43.35,40.01
2023-09-25,Starter Plan,West,Offline,52.95,3,28.16,24.79
2023-09-25,Add-ons,North,Online,87.1,7,45.73,41.37
2023-09-25,Add-ons,North,Offline,54.12,4,29.2,24.92
2023-09-25,Add-ons,South,Online,86.8,5,43.56,43.24
2023-09-25,Add-ons,South,Offline,42.5,3,15.64,26.86
2023-09-25,Add-ons,East,Online,96.44,5,38.84,57.6
2023-09-25,Add-ons,East,Offline,16.3,1,6.2,10.1
2023-09-25,Add-ons,West,Online,74.24,4,30.84,43.4
2023-09-25,Add-ons,West,Offline,29.27,1,14.37,14.9
2023-09-26,Enterprise Suite,North,Online,252.73,20,132.64,120.09
2023-09-26,Enterprise Suite,North,Offline,135.02,9,62.02,73.0
2023-09-26,Enterprise Suite,South,Online,184.83,11,82.35,102.48
2023-09-26,Enterprise Suite,South,Offline,114.21,7,43.88,70.33
2023-09-26,Enterprise Suite,East,Online,218.22,19,115.95,102.27
2023-09-26,Enterprise Suite,East,Offline,133.74,9,64.02,69.72
2023-09-26,Enterprise Suite,West,Online,230.56,19,86.6,143.96
2023-09-26,Enterprise Suite,West,Offline,160.88,13,83.21,77.67
2023-09-26,Growth Pack,North,Online,179.62,12,78.25,101.37
2023-09-26,Growth Pack,North,Offline,146.61,8,63.64,82.97
2023-09-26,Growth Pack,South,Online,155.9,10,59.75,96.15
2023-09-26,Growth Pack,South,Offline,109.1,7,41.3,67.8
2023-09-26,Growth Pack,East,Online,139.46,10,61.56,77.9
2023-09-26,Growth Pack,East,Offline,98.94,8,42.76,56.18
2023-09-26,Growth Pack,West,Online,149.32,8,63.14,86.18
2023-09-26,Growth Pack,West,Offline,106.59,7,44.19,62.4
2023-09-26,Starter Plan,North,Online,142.85,9,58.32,84.53
2023-09-26,Starter Plan,North,Offline,84.69,5,32.94,51.75
2023-09-26,Starter Plan,South,Online,115.76,8,59.98,55.78
2023-09-26,Starter Plan,South,Offline,66.04,5,27.37,38.67
2023-09-26,Starter Plan,East,Online,102.2,6,49.4,52.8
2023-09-26,Starter Plan,East,Offline,50.01,4,20.65,29.36
2023-09-26,Starter Plan,West,Online,115.52,6,45.56,69.96
2023-09-26,Starter Plan,West,Offline,51.72,3,26.8,24.92
2023-09-26,Add-ons,North,Online,96.28,7,51.23,45.05
2023-09-26,Add-ons,North,Offline,47.63,3,18.91,28.72
2023-09-26,Add-ons,South,Online,61.47,5,28.44,33.03
2023-09-26,Add-ons,South,Offline,26.41,1,14.1,12.31
2023-09-26,Add-ons,East,Online,55.75,3,26.17,29.58
2023-09-26,Add-ons,East,Offline,42.59,2,16.92,25.67
2023-09-26,Add-ons,West,Online,80.42,5,42.09,38.33
2023-09-26,Add-ons,West,Offline,46.56,3,23.18,23.38
2023-09-27,Enterprise Suite,North,Online,255.07,18,132.16,122.91
2023-09-27,Enterprise Suite,North,Offline,171.69,16,83.23,88.46
2023-09-27,Enterprise Suite,South,Online,238.68,17,94.18,144.5
2023-09-27,Enterprise Suite,South,Offline,139.89,7,53.22,86.67
2023-09-27,Enterprise Suite,East,Online,211.78,14,83.68,128.1
2023-09-27,Enterprise Suite,East,Offline,151.2,13,68.46,82.74
2023-09-27,Enterprise Suite,West,Online,255.73,15,106.78,148.95
2023-09-27,Enterprise Suite,West,Offline,132.18,7,58.86,73.32
2023-09-27,Growth Pack,North,Online,179.19,13,75.93,103.26
2023-09-27,Growth Pack,North,Offline,143.34,12,69.39,73.95
2023-09-27,Growth Pack,South,Online,155.63,15,68.34,87.29
2023-09-27,Growth Pack,South,Offline,95.9,6,43.51,52.39
2023-09-27,Growth Pack,East,Online,154.28,12,56.22,98.06
2023-09-27,Growth Pack,East,Offline,118.13,9,57.69,60.44
2023-09-27,Growth Pack,West,Online,175.77,13,63.96,111.81
2023-09-27,Growth Pack,West,Offline,105.05,8,44.11,60.94
2023-09-27,Starter Plan,North,Online,128.45,11,52.49,75.96
2023-09-27,Starter Plan,North,Offline,98.73,5,43.86,54.87
2023-09-27,Starter Plan,South,Online,94.71,9,47.87,46.84
2023-09-27,Starter Plan,South,Offline,37.06,2,15.36,21.7
2023-09-27,Starter Plan,East,Online,86.71,5,32.48,54.23
2023-09-27,Starter Plan,East,Offline,63.32,6,31.6,31.72
2023-09-27,Starter Plan,West,Online,122.42,7,54.56,67.86
2023-09-27,Starter Plan,West,Offline,55.55,4,25.16,30.39
2023-09-27,Add-ons,North,Online,96.22,7,38.03,58.19
2023-09-27,Add-ons,North,Offline,63.27,3,25.58,37.69
2023-09-27,Add-ons,South,Online,92.41,5,44.35,48.06
2023-09-27,Add-ons,South,Offline,52.86,3,26.96,25.9
2023-09-27,Add-ons,East,Online,56.43,4,23.58,32.85
2023-09-27,Add-ons,East,Offline,39.5,3,15.91,23.59
2023-09-27,Add-ons,West,Online,82.35,5,33.31,49.04
2023-09-27,Add-ons,West,Offline,72.0,5,27.6,44.4
2023-09-28,Enterprise Suite,North,Online,277.74,22,126.11,151.63
2023-09-28,Enterprise Suite,North,Offline,195.07,11,101.04,94.03
2023-09-28,Enterprise Suite,South,Online,235.17,14,110.05,125.12
2023-09-28,Enterprise Suite,South,Offline,170.72,13,80.21,90.51
2023-09-28,Enterprise Suite,East,Online,200.32,19,103.65,96.67
2023-09-28,Enterprise Suite,East,Offline,147.5,10,59.25,88.25
2023-09-28,Enterprise Suite,West,Online,246.81,18,96.81,150.0
2023-09-28,Enterprise Suite,West,Offline,180.89,15,73.61,107.28
2023-09-28,Growth Pack,North,Online,201.43,11,99.88,101.55
2023-09-28,Growth Pack,North,Offline,96.11,7,48.38,47.73
2023-09-28,Growth Pack,South,Online,167.07,10,74.33,92.74
2023-09-28,Growth Pack,South,Offline,108.07,8,57.09,50.98
2023-09-28,Growth Pack,East,Online,162.93,10,64.38,98.55
2023-09-28,Growth Pack,East,Offline,107.15,8,38.82,68.33
2023-09-28,Growth Pack,West,Online,166.05,14,88.43,77.62
2023-09-28,Growth Pack,West,Offline,124.14,7,54.82,69.32
2023-09-28,Starter Plan,North,Online,121.27,9,48.12,73.15
2023-09-28,Starter Plan,North,Offline,87.46,5,34.44,53.02
2023-09-28,Starter Plan,South,Online,104.6,9,46.33,58.27
2023-09-28,Starter Plan,South,Offline,61.68,4,23.44,38.24
2023-09-28,Starter Plan,East,Online,122.35,7,66.06,56.29
2023-09-28,Starter Plan,East,Offline,49.05,4,20.28,28.77
2023-09-28,Starter Plan,West,Online,109.94,7,50.87,59.07
2023-09-28,Starter Plan,West,Offline,76.8,4,28.13,48.67
2023-09-28,Add-ons,North,Online,88.71,6,39.73,48.98
2023-09-28,Add-ons,North,Offline,61.71,3,29.75,31.96
2023-09-28,Add-ons,South,Online,66.3,3,29.98,36.32
2023-09-28,Add-ons,South,Offline,73.65,4,31.29,42.36
2023-09-28,Add-ons,East,Online,76.03,4,37.83,38.2
2023-09-28,Add-ons,East,Offline,58.87,4,30.0,28.87
2023-09-28,Add-ons,West,Online,81.37,5,39.22,42.15
2023-09-28,Add-ons,West,Offline,50.38,4,24.46,25.92
2023-09-29,Enterprise Suite,North,Online,259.4,21,99.3,160.1
2023-09-29,Enterprise Suite,North,Offline,133.06,12,56.17,76.89
2023-09-29,Enterprise Suite,South,Online,208.84,15,108.81,100.03
2023-09-29,Enterprise Suite,South,Offline,153.28,13,76.12,77.16
2023-09-29,Enterprise Suite,East,Online,204.58,11,83.3,121.28
2023-09-29,Enterprise Suite,East,Offline,147.27,10,75.34,71.93
2023-09-29,Enterprise Suite,West,Online,217.68,14,82.8,134.88
2023-09-29,Enterprise Suite,West,Offline,159.48,13,69.69,89.79
2023-09-29,Growth Pack,North,Online,166.1,12,83.08,83.02
2023-09-29,Growth Pack,North,Offline,100.49,9,50.17,50.32
2023-09-29,Growth Pack,South,Online,155.25,10,61.94,93.31
2023-09-29,Growth Pack,South,Offline,109.71,6,57.79,51.92
2023-09-29,Growth Pack,East,Online,133.21,8,49.85,83.36
2023-09-29,Growth Pack,East,Offline,106.91,9,51.91,55.0
2023-09-29,Growth Pack,West,Online,174.26,9,68.84,105.42
2023-09-29,Growth Pack,West,Offline,116.17,6,46.05,70.12
2023-09-29,Starter Plan,North,Online,113.94,7,60.9,53.04
2023-09-29,Starter Plan,North,Offline,71.38,5,28.74,42.64
2023-09-29,Starter Plan,South,Online,91.93,7,42.88,49.05
2023-09-29,Starter Plan,South,Offline,52.08,2,25.03,27.05
2023-09-29,Starter Plan,East,Online,77.72,5,32.22,45.5
2023-09-29,Starter Plan,East,Offline,51.5,3,20.32,31.18
2023-09-29,Starter Plan,West,Online,108.19,8,41.49,66.7
2023-09-29,Starter Plan,West,Offline,85.22,5,42.8,42.42
2023-09-29,Add-ons,North,Online,63.85,3,23.16,40.69
2023-09-29,Add-ons,North,Offline,31.25,2,13.93,17.32
2023-09-29,Add-ons,South,Online,71.29,5,30.9,40.39
2023-09-29,Add-ons,South,Offline,69.67,3,35.88,33.79
2023-09-29,Add-ons,East,Online,64.91,3,25.11,39.8
2023-09-29,Add-ons,East,Offline,38.63,2,16.17,22.46
2023-09-29,Add-ons,West,Online,70.69,4,36.99,33.7
2023-09-29,Add-ons,West,Offline,45.51,3,22.58,22.93
2023-09-30,Enterprise Suite,North,Online,238.35,14,87.04,151.31
2023-09-30,Enterprise Suite,North,Offline,129.91,8,48.84,81.07
2023-09-30,Enterprise Suite,South,Online,185.12,13,76.64,108.48
2023-09-30,Enterprise Suite,South,Offline,146.71,12,63.83,82.88
2023-09-30,Enterprise Suite,East,Online,184.35,16,74.98,109.37
2023-09-30,Enterprise Suite,East,Offline,137.43,8,72.09,65.34
2023-09-30,Enterprise Suite,West,Online,211.15,17,77.01,134.14
2023-09-30,Enterprise Suite,West,Offline,112.45,10,40.57,71.88
2023-09-30,Growth Pack,North,Online,175.09,15,80.67,94.42
2023-09-30,Growth Pack,North,Offline,80.16,5,34.39,45.77
2023-09-30,Growth Pack,South,Online,131.71,10,49.73,81.98
2023-09-30,Growth Pack,South,Offline,73.67,7,32.65,41.02
2023-09-30,Growth Pack,East,Online,158.25,9,63.58,94.67
2023-09-30,Growth Pack,East,Offline,104.32,9,56.03,48.29
2023-09-30,Growth Pack,West,Online,137.87,10,51.51,86.36
2023-09-30,Growth Pack,West,Offline,92.09,6,34.6,57.49
2023-09-30,Starter Plan,North,Online,136.51,8,60.77,75.74
2023-09-30,Starter Plan,North,Offline,75.69,4,34.26,41.43
2023-09-30,Starter Plan,South,Online,72.38,4,30.85,41.53
2023-09-30,Starter Plan,South,Offline,62.53,4,28.58,33.95
2023-09-30,Starter Plan,East,Online,89.15,5,46.83,42.32
2023-09-30,Starter Plan,East,Offline,43.94,2,20.79,23.15
2023-09-30,Starter Plan,West,Online,100.37,7,39.57,60.8
2023-09-30,Starter Plan,West,Offline,45.84,4,17.33,28.51
2023-09-30,Add-ons,North,Online,53.23,4,27.51,25.72
2023-09-30,Add-ons,North,Offline,22.37,1,11.1,11.27
2023-09-30,Add-ons,South,Online,72.0,4,36.58,35.42
2023-09-30,Add-ons,South,Offline,52.95,3,22.13,30.82
2023-09-30,Add-ons,East,Online,69.68,4,29.47,40.21
2023-09-30,Add-ons,East,Offline,57.28,4,20.87,36.41
2023-09-30,Add-ons,West,Online,65.33,4,23.55,41.78
2023-09-30,Add-ons,West,Offline,31.17,1,15.45,15.72
2023-10-01,Enterprise Suite,North,Online,218.99,16,104.49,114.5
2023-10-01,Enterprise Suite,North,Offline,122.28,6,54.87,67.41
2023-10-01,Enterprise Suite,South,Online,202.37,11,95.9,106.47
2023-10-01,Enterprise Suite,South,Offline,129.54,8,69.15,60.39
2023-10-01,Enterprise Suite,East,Online,170.06,9,88.34,81.72
2023-10-01,Enterprise Suite,East,Offline,134.31,7,61.06,73.25
2023-10-01,Enterprise Suite,West,Online,155.53,10,77.72,77.81
2023-10-01,Enterprise Suite,West,Offline,125.17,7,54.71,70.46
2023-10-01,Growth Pack,North,Online,138.49,8,65.72,72.77
2023-10-01,Growth Pack,North,Offline,85.58,5,42.8,42.78
2023-10-01,Growth Pack,South,Online,94.18,6,45.53,48.65
2023-10-01,Growth Pack,South,Offline,97.27,7,40.14,57.13
2023-10-01,Growth Pack,East,Online,120.44,6,52.07,68.37
2023-10-01,Growth Pack,East,Offline,69.7,5,27.19,42.51
2023-10-01,Growth Pack,West,Online,111.01,10,42.24,68.77
2023-10-01,Growth Pack,West,Offline,64.53,4,26.32,38.21
2023-10-01,Starter Plan,North,Online,122.59,8,58.23,64.36
2023-10-01,Starter Plan,North,Offline,72.68,5,33.36,39.32
2023-10-01,Starter Plan,South,Online,82.75,4,35.63,47.12
2023-10-01,Starter Plan,South,Offline,68.39,6,32.06,36.33
2023-10-01,Starter Plan,East,Online,83.68,8,33.09,50.59
2023-10-01,Starter Plan,East,Offline,47.38,2,17.8,29.58
2023-10-01,Starter Plan,West,Online,57.25,4,30.55,26.7
2023-10-01,Starter Plan,West,Offline,63.37,4,32.65,30.72
2023-10-01,Add-ons,North,Online,55.27,3,22.27,33.0
2023-10-01,Add-ons,North,Offline,38.22,2,15.16,23.06
2023-10-01,Add-ons,South,Online,70.47,4,29.03,41.44
2023-10-01,Add-ons,South,Offline,34.07,2,15.35,18.72
2023-10-01,Add-ons,East,Online,64.12,3,30.69,33.43
2023-10-01,Add-ons,East,Offline,73.03,4,32.9,40.13
2023-10-01,Add-ons,West,Online,61.65,4,23.31,38.34
2023-10-01,Add-ons,West,Offline,66.65,5,28.4,38.25
2023-10-02,Enterprise Suite,North,Online,202.61,14,96.83,105.78
2023-10-02,Enterprise Suite,North,Offline,143.71,8,75.23,68.48
2023-10-02,Enterprise Suite,South,Online,169.85,11,87.87,81.98
2023-10-02,Enterprise Suite,South,Offline,113.53,9,41.06,72.47
2023-10-02,Enterprise Suite,East,Online,211.66,13,86.74,124.92
2023-10-02,Enterprise Suite,East,Offline,114.43,11,51.24,63.19
2023-10-02,Enterprise Suite,West,Online,189.8,11,100.78,89.02
2023-10-02,Enterprise Suite,West,Offline,126.34,7,68.01,58.33
2023-10-02,Growth Pack,North,Online,100.96,6,51.07,49.89
2023-10-02,Growth Pack,North,Offline,110.47,8,40.42,70.05
2023-10-02,Growth Pack,South,Online,128.44,7,62.26,66.18
2023-10-02,Growth Pack,South,Offline,80.81,5,40.92,39.89
2023-10-02,Growth Pack,East,Online,122.98,8,52.28,70.7
2023-10-02,Growth Pack,East,Offline,77.28,4,30.18,47.1
2023-10-02,Growth Pack,West,Online,109.11,9,58.54,50.57
2023-10-02,Growth Pack,West,Offline,82.69,5,40.62,42.07
2023-10-02,Starter Plan,North,Online,104.85,6,38.48,66.37
2023-10-02,Starter Plan,North,Offline,67.33,5,32.71,34.62
2023-10-02,Starter Plan,South,Online,77.8,6,39.12,38.68
2023-10-02,Starter Plan,South,Offline,47.54,3,20.53,27.01
2023-10-02,Starter Plan,East,Online,59.84,5,31.31,28.53
2023-10-02,Starter Plan,East,Offline,44.68,3,17.99,26.69
2023-10-02,Starter Plan,West,Online,87.28,5,39.3,47.98
2023-10-02,Starter Plan,West,Offline,66.97,5,29.13,37.84
2023-10-02,Add-ons,North,Online,84.57,5,35.65,48.92
2023-10-02,Add-ons,North,Offline,57.55,4,27.23,30.32
2023-10-02,Add-ons,South,Online,85.16,6,33.27,51.89
2023-10-02,Add-ons,South,Offline,30.93,2,15.49,15.44
2023-10-02,Add-ons,East,Online,76.78,4,41.07,35.71
2023-10-02,Add-ons,East,Offline,33.21,2,13.7,19.51
2023-10-02,Add-ons,West,Online,78.73,6,29.6,49.13
2023-10-02,Add-ons,West,Offline,68.33,5,27.33,41.0
2023-10-03,Enterprise Suite,North,Online,211.12,18,77.36,133.76
2023-10-03,Enterprise Suite,North,Offline,166.49,13,84.24,82.25
2023-10-03,Enterprise Suite,South,Online,211.87,13,104.33,107.54
2023-10-03,Enterprise Suite,South,Offline,125.19,7,56.3,68.89
2023-10-03,Enterprise Suite,East,Online,221.32,21,87.12,134.2
2023-10-03,Enterprise Suite,East,Offline,141.04,9,54.33,86.71
2023-10-03,Enterprise Suite,West,Online,224.33,13,101.76,122.57
2023-10-03,Enterprise Suite,West,Offline,141.29,8,69.19,72.1
2023-10-03,Growth Pack,North,Online,149.98,10,72.15,77.83
2023-10-03,Growth Pack,North,Offline,137.71,7,69.02,68.69
2023-10-03,Growth Pack,South,Online,151.3,9,81.6,69.7
2023-10-03,Growth Pack,South,Offline,96.33,9,48.29,48.04
2023-10-03,Growth Pack,East,Online,116.11,7,52.32,63.79
2023-10-03,Growth Pack,East,Offline,101.74,8,50.85,50.89
2023-10-03,Growth Pack,West,Online,162.74,14,71.53,91.21
2023-10-03,Growth Pack,West,Offline,93.54,6,50.38,43.16
2023-10-03,Starter Plan,North,Online,126.53,8,54.54,71.99
2023-10-03,Starter Plan,North,Offline,38.31,2,19.45,18.86
2023-10-03,Starter Plan,South,Online,118.31,10,46.38,71.93
2023-10-03,Starter Plan,South,Offline,64.31,6,33.44,30.87
2023-10-03,Starter Plan,East,Online,99.15,8,51.54,47.61
2023-10-03,Starter Plan,East,Offline,40.73,3,16.82,23.91
2023-10-03,Starter Plan,West,Online,94.02,5,44.84,49.18
2023-10-03,Starter Plan,West,Offline,88.35,5,44.21,44.14
2023-10-03,Add-ons,North,Online,63.87,4,32.85,31.02
2023-10-03,Add-ons,North,Offline,68.59,6,34.02,34.57
2023-10-03,Add-ons,South,Online,60.48,4,25.52,34.96
2023-10-03,Add-ons,South,Offline,58.9,3,23.15,35.75
2023-10-03,Add-ons,East,Online,72.19,5,37.43,34.76
2023-10-03,Add-ons,East,Offline,63.66,3,32.71,30.95
2023-10-03,Add-ons,West,Online,78.6,6,32.82,45.78
2023-10-03,Add-ons,West,Offline,50.79,3,22.26,28.53
2023-10-04,Enterprise Suite,North,Online,237.4,14,90.23,147.17
2023-10-04,Enterprise Suite,North,Offline,174.78,11,79.63,95.15
